16706	68	16566
917	70	13693
13617	33	8682
8589	44	4507
2767	61	9049
8699	61	10238
16244	10	15271
15392	44	17628
1767	24	16772
8770	61	6978
15870	3	12001
9140	33	8864
18596	10	11524
15345	47	7934
7397	17	10151
12729	1	641
1737	39	13326
15109	47	16895
17360	39	18898
9208	70	970
17309	38	15496
16795	50	17741
17277	38	2373
2480	29	7786
16935	64	8460
1720	8	16240
3595	32	13720
1255	50	6012
8057	69	14976
11529	66	16993
2567	54	8170
14766	26	937
12320	28	2524
16594	58	11517
15763	42	17606
16983	35	14563
529	2	15108
7935	32	17664
18176	61	12150
14824	28	1747
10591	39	1467
2894	28	6077
1465	67	12436
9494	47	915
18855	70	13693
12573	39	1467
10313	5	9055
8288	65	980
6021	44	10815
13534	35	1177
13733	1	13056
4417	70	14559
17474	61	15076
13270	28	1996
16843	67	193
3470	23	13364
1914	25	1173
8538	70	14559
13978	47	8894
5387	44	6875
4060	20	10043
4994	1	5182
11712	35	9419
3481	39	13054
7337	67	353
7493	42	15205
3330	27	13993
9662	52	11556
9436	31	9568
11455	8	4292
2204	10	21
1085	14	18137
11980	64	7780
118	3	12001
3330	73	2653
3229	39	2274
15780	47	687
14173	14	11558
11469	52	13925
3015	65	18058
17573	3	13164
15864	61	3417
14485	28	3914
1519	39	9337
15747	47	18771
15514	6	7694
12302	52	10380
14399	23	4119
1273	58	13964
1279	16	12049
18620	65	18707
3042	31	9643
16555	73	13409
15060	44	15505
1798	1	14525
6935	28	4410
12690	39	7737
2467	58	11319
6347	1	11180
16990	47	11314
1718	61	11042
7723	70	9454
10510	59	16299
18345	61	7498
10167	5	419
12121	61	16108
17636	69	13693
9030	61	9751
1559	70	14559
12310	16	1498
8903	34	18421
8830	39	17873
5690	33	14946
11970	29	921
8375	28	9069
2113	71	18316
5854	35	12321
1557	51	7826
16781	28	5874
5927	47	14966
17679	69	14559
13096	14	14795
14050	47	9301
17016	57	9308
2163	73	5713
14555	3	4105
7432	51	664
2538	39	2274
8094	58	232
11787	39	11653
10870	28	17838
11557	73	16774
10070	50	7764
5231	1	12464
13233	39	398
6375	69	17439
14655	5	3384
6733	1	13597
2379	47	9328
477	64	14678
5910	39	16575
3839	1	2861
4107	28	1747
1940	39	11653
8999	54	11806
9556	44	8450
5582	49	7543
7007	51	3505
15211	3	531
10138	13	13418
1503	32	14865
2972	50	15287
11265	13	1645
13379	32	4291
1803	26	2823
18796	61	6545
11023	44	9544
18842	61	4466
13716	39	3499
9086	64	11496
3988	28	6545
17994	43	15359
16543	5	3170
5345	39	7732
9190	71	1590
10671	35	2992
18708	65	11307
13210	50	9601
9278	25	4797
16107	69	7294
1183	35	12921
10649	70	2245
17354	23	7111
2363	61	15669
8863	23	13089
9555	49	8589
7524	44	16216
9433	65	6290
1288	44	10975
15876	69	14559
14171	61	9242
18862	28	17966
17015	50	12822
6458	5	10379
14856	16	11154
2007	26	927
2149	50	13724
17892	32	5231
7807	69	970
15938	47	10984
18929	2	15108
9873	64	4493
16394	29	1848
12509	5	419
5361	34	10441
1185	65	16958
11817	61	11823
5510	39	192
11346	26	13177
15729	47	16948
739	52	5724
14239	31	5640
14616	50	12484
6301	34	357
1456	44	6990
7375	58	14099
2030	47	1923
16776	28	14968
15139	61	12233
13535	14	16379
8717	73	18358
8304	32	11080
1024	50	2573
7898	35	1937
6077	1	9704
