31608	0	89782
9693	1	59613
46924	1	18218
19924	2	69771
47470	1	20686
55144	1	55110
5621	3	9098
39091	4	14384
92102	3	34284
52780	5	54965
74588	1	75743
14455	1	34284
17021	6	3717
44783	7	34166
28885	5	30962
5874	8	8766
7369	1	744
5040	3	54335
46373	8	30118
59577	5	56528
42195	4	44570
91241	1	92416
43229	1	28132
40874	9	20710
8193	1	44831
17378	4	80721
28719	10	83741
34487	1	76619
71205	11	2251
48273	12	2535
72168	5	41012
65311	13	91578
5734	2	59889
61467	1	89095
7460	1	13027
91094	14	1675
4773	1	25720
92371	14	64487
6540	15	89422
24077	8	41701
74933	16	83836
81947	17	73862
78704	18	63181
27997	1	76019
25685	19	42485
75071	20	9040
89284	3	30370
55630	5	23272
16120	21	60585
65436	1	59986
85486	9	88193
51967	22	41037
35080	5	1202
83104	23	77255
22489	24	45359
79502	11	56296
67255	25	8756
31306	3	15402
89543	16	70137
76674	23	80351
71509	3	60717
59324	23	91648
32873	5	38068
88436	11	88829
77026	5	83429
3501	5	69667
61518	2	78453
13463	16	52826
5318	19	31103
89132	26	64601
16412	16	77015
8109	1	72877
84585	5	88582
8901	26	53558
78330	9	85638
24790	6	28344
74095	8	3111
56695	5	19575
56788	20	14570
78609	1	22066
35942	26	27311
86587	1	34628
23775	6	5795
31128	1	74574
26755	5	12210
9170	27	74792
79609	3	52510
22605	1	88564
80720	1	15220
60588	1	4946
53158	26	53623
59872	26	80389
2040	5	15848
8711	19	82482
33799	28	25273
51123	2	8076
62202	18	43746
19449	26	37273
66745	3	79862
62295	21	50850
15709	29	32938
1766	5	31950
49389	30	27920
46033	6	60080
88307	1	29973
17870	4	43659
51970	20	6543
45206	8	33673
78292	5	16911
32246	2	56506
1736	31	32322
53001	32	9498
50450	3	24035
41171	1	87909
39520	8	34284
71657	1	76771
13253	5	61818
59854	33	70808
64537	20	19700
4427	7	82065
49718	3	60572
23366	6	61296
12274	6	78688
69198	2	80612
55907	29	64272
27392	1	56932
89268	34	72495
41325	16	40299
82981	35	75495
16860	19	35318
29011	1	52560
34529	2	52766
73849	18	61851
50018	18	66809
68126	15	19132
70938	5	8499
4174	2	1675
56472	8	33673
25145	26	7780
16797	1	27067
86911	1	79508
6819	6	53832
63695	31	31995
79398	1	58985
70040	16	6346
75476	18	59388
49066	5	16931
38016	2	48333
80954	11	33653
56012	2	75164
75107	1	12340
42866	36	70087
354	1	39211
54788	1	43074
26557	2	91227
79031	3	85913
9624	4	42597
2453	1	58203
13736	37	50124
15111	20	62958
80278	21	30967
25884	11	12772
65229	16	31806
81323	1	44831
48857	1	79595
32622	4	77030
29176	1	86419
13857	11	85913
8627	18	5026
45758	6	39785
16043	6	78375
46963	6	56865
56759	3	87909
18703	12	65498
363	6	11020
33029	5	39560
86917	7	30625
72577	1	12772
50834	5	56628
28313	26	67759
45020	26	91086
3199	11	11286
37583	32	28424
14600	5	44780
80729	5	59073
82155	3	75120
55507	20	41070
10026	6	42082
52160	16	63465
64671	6	56808
3368	6	5128
54561	19	43861
78397	26	8549
32758	8	41701
65194	38	35502
8739	1	24651
10219	39	41413
81310	5	60143
16073	3	60572
11775	2	58096
88219	1	77050
22275	3	24352
90022	4	33596
64576	6	19371
33983	21	91127
73068	1	8335
73734	1	23160
22973	33	11251
28527	12	39554
40985	26	47975
88967	20	85266
39289	3	49910
24508	5	34211
90435	1	54049
11995	5	28329
85360	1	81525
66420	1	91200
8631	16	75746
48599	16	74752
38301	1	38258
25224	8	33673
17974	3	54492
39211	40	845
43555	20	7346
2695	0	16133
84133	6	4295
52068	8	9965
64569	1	69476
32193	25	18884
40851	6	37892
18678	3	41701
35077	1	72158
16055	1	22940
20085	5	83560
20278	25	3111
55034	3	65319
49327	29	44363
62255	2	15353
34751	41	29014
91915	19	80412
83648	26	55788
26871	42	81347
70374	36	28801
16473	43	31765
53253	29	50517
91074	2	39211
46355	14	88876
4946	5	4573
41350	1	78593
75081	34	53081
24650	8	26040
13622	1	16829
86685	1	8099
44250	31	31995
42322	1	67277
78144	5	56528
41295	1	78661
30964	1	54255
73502	23	28480
28954	2	78661
9791	26	10384
16157	33	63468
89640	1	87909
50565	1	8393
5104	42	47236
36345	1	38030
22517	1	54627
87525	1	21448
49251	44	91081
28895	1	79718
13906	1	13095
75862	20	62467
11779	5	82081
83147	1	39508
56265	20	89291
71745	45	57103
91507	8	39211
50543	4	14610
81454	5	67813
26397	46	65170
69325	8	932
19122	1	23144
83101	47	51800
2268	1	51721
71494	39	27443
16269	4	17715
35237	29	61344
14896	48	64523
77273	26	27015
39292	49	48714
57595	5	7948
32622	6	34231
45482	1	51280
45194	5	11271
56743	1	62989
52481	3	35387
60362	3	2344
13129	1	86759
44769	5	50197
85800	49	34953
35428	8	33673
20542	6	11219
25441	1	44232
39847	20	49297
78063	49	91086
50010	28	6730
64284	5	52671
86134	6	76532
87517	11	90615
16238	3	90004
29465	5	25706
38927	37	70976
29123	8	16501
82140	4	76124
17806	8	29898
69722	29	47214
68301	1	65435
5079	1	8335
11013	42	717
23992	19	35304
84964	3	75300
18912	1	41701
83774	11	78876
48598	1	92416
85514	1	22986
33375	1	63169
49129	18	6934
29080	3	54255
64041	26	3826
13823	33	71665
75478	3	4634
28802	28	29311
56842	8	29898
27105	24	38694
36267	11	35592
80166	1	51820
78256	47	87978
13375	2	16739
88083	26	77499
69044	1	29707
6322	6	74974
11972	26	32308
32483	3	60449
28356	41	61486
73097	5	47668
9179	44	35956
76761	5	73483
30463	50	514
35558	5	10928
48488	51	3111
49430	11	64923
31037	0	91200
40394	17	69753
70864	1	53434
92011	52	62453
19349	1	89945
79123	5	79123
13895	16	60590
10256	3	8766
16764	14	7012
24363	9	54278
23498	31	1555
85579	3	19910
63464	1	90114
61114	6	60863
7681	1	26286
77003	6	65498
55363	5	37200
32301	26	19885
50050	19	63430
68935	5	57363
43125	53	92251
84521	28	34708
60360	2	87900
57660	3	26691
76258	1	61881
74288	6	6978
63664	1	33161
85226	3	82913
67825	8	16829
18730	5	67223
53165	6	44985
70913	54	51810
4774	5	45652
40210	19	26205
73777	5	68066
74046	1	61853
39238	25	9276
33706	6	85571
75077	1	68805
4748	6	56097
18499	1	17153
62682	1	75089
44659	8	73363
5715	1	69325
56901	26	35089
47180	1	65290
50172	1	44831
69360	55	91834
28175	5	62275
85806	39	84282
56690	1	70057
80373	56	22773
45139	36	42428
38767	0	34880
34059	2	82313
51562	57	23927
66474	2	2251
40291	6	56865
47973	3	65319
16350	58	6844
30576	5	44207
40920	18	745
33826	32	75961
14971	5	52511
44825	23	66846
85754	1	84817
11967	8	78511
38300	6	65307
86142	59	75765
26153	1	23692
53891	3	55273
57411	8	16133
56196	1	64176
1137	60	19554
9077	5	59613
39804	2	27067
71984	41	30036
64346	44	90975
56498	61	19291
86565	35	73882
20955	1	13080
61723	6	31047
88779	48	1184
24658	20	54189
87875	3	91863
22618	1	20593
67390	47	12539
19125	11	62985
8614	20	53644
33803	62	62939
61886	36	48493
67830	25	121
22915	1	65023
52291	6	45556
74437	35	29019
64222	63	42733
26793	1	88071
25467	21	67569
28790	2	56417
54329	2	4290
80573	8	41701
31585	6	22086
7770	34	78741
17496	1	39211
34846	1	11286
45164	2	18218
53573	17	58727
13714	1	14388
52016	1	20631
85810	26	44451
51105	5	37927
41677	34	20652
68215	1	75509
69441	1	43074
90132	8	26412
49214	1	87511
13981	1	17492
73116	47	43203
82822	1	62348
92048	1	27067
68433	26	35089
4632	6	44738
81933	62	75545
65357	5	21182
40605	5	73483
68093	5	91686
69043	43	80227
1325	1	77050
21893	11	7012
78973	23	62917
75314	6	65307
28087	1	54049
1398	2	37384
33839	5	57632
44105	1	43299
39702	1	78876
62692	47	44831
30847	39	72941
18634	35	26668
31863	5	62645
3699	1	78876
88572	3	79878
2296	5	89735
11721	5	3659
25329	1	27629
29131	3	29713
27646	5	22940
31598	35	35387
37254	2	58622
31554	8	39122
30386	1	75120
87935	1	39211
68131	1	43291
38316	8	34284
17637	3	34284
16107	64	1615
66683	34	80721
66853	5	52766
72256	6	90881
40491	6	56808
6372	6	81909
5600	3	48512
59365	14	60804
53996	42	57124
38135	1	91167
32989	6	83423
84789	8	66967
49114	65	3357
17818	1	29435
77722	4	4173
3921	1	88830
4014	6	44873
611	6	81056
28928	1	77050
79802	8	34284
37336	1	45966
